User,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year
500,0.976,"['Ludwig van Beethoven', 'Wilhelm Kempff', 'Staatskapelle Berlin', 'Paul van Kempen']",0.302,622560,0.191,0,50SFrHZ0lv5YKejoWPimwS,0.835,7,0.0937,-17.564,1,"Piano Concerto No. 4 in G Major, Op. 58: III. Rondo: Vivace - Presto",0,1942,0.0407,73.865,0.18,1942
501,0.993,['Carlo Buti'],0.332,201587,0.059,0,50gRQek3x3BkXIzzrNMukO,0.0669,2,0.0852,-17.13,1,Serenata a Maria,0,1942-04-06,0.0418,130.426,0.198,1942
502,0.951,['Mohammed Rafi'],0.68,329616,0.323,0,50wwinifuLSa0qaP5qynzy,0.161,9,0.195,-10.245,0,Main Sunata Hoon Tujhe Ek Kahani,2,1942-12-01,0.0698,92.11,0.56,1942
503,0.996,"['Frédéric Chopin', 'Oscar Levant']",0.391,271280,0.0781,0,512MXRvDC9ebVZTCWxjuSd,0.912,4,0.0946,-19.99,1,"Etude No. 3 in E Major, Op. 10, No. 3 (Remastered)",0,1942,0.0507,80.911,0.0554,1942
504,0.984,"['Pasupuleti Kannamba', 'C S R Anjaneyulu']",0.533,154400,0.212,0,51SQ51ynNthivLHz3SW8Ea,0.00579,8,0.215,-13.36,0,Jayahe Trisuiadhari,0,1942-12-31,0.0565,112.903,0.534,1942
505,0.994,['Claudio Villa'],0.453,192575,0.132,0,51Vq28IjjFHRTecEtZdkrV,0.0961,0,0.3,-14.881,1,Com'è bello cantà sotto la luna,0,1942-11-13,0.0423,143.176,0.447,1942
506,0.988,"['Charles Koechlin', 'Bidu Sayão']",0.395,94600,0.0509,0,528sYMqo03AtUAQcj1wlHS,0.000118,9,0.0803,-19.686,1,Si tu le veux!,0,1942,0.0465,96.78,0.183,1942
507,0.995,"['Johann Sebastian Bach', 'Oscar Levant']",0.276,81227,0.247,0,52CsG5ZsfwkxQOMaeiNmX3,0.876,10,0.0972,-21.156,1,"Partita No. 1 in B-Flat Major, BWV 825: II. Allemande",0,1942,0.0432,124.741,0.524,1942
508,0.974,['Noor Jehan'],0.754,194480,0.272,0,52h6V948qCnqyAyyPGLZmH,0.418,9,0.139,-12.221,1,Ham Khelenge Aankh Micholi,0,1942-12-01,0.182,83.694,0.871,1942
509,0.988,"['Franz Liszt', 'Vladimir Horowitz']",0.241,264840,0.00614,0,53CcHi6tEQN56Xq3HCeD1B,0.934,1,0.102,-33.99,1,"Consolation No. 3 in D-Flat Major, S. 172/3",6,1942,0.0396,107.657,0.0809,1942
510,0.871,"['Claude Debussy', 'Arturo Toscanini']",0.168,489267,0.123,0,53QoMo5pHHW6ewtjfdTH4B,0.731,8,0.0856,-19.269,0,"La Mer, L. 109: I. De l'aube à midi sur la mer",0,1942,0.0384,73.368,0.0482,1942
511,0.995,"['Parul Ghosh', 'Arun Kumar']",0.652,191228,0.149,0,54aKn8LluAlNFccyt7dGZC,0.584,9,0.133,-12.507,1,Aaya Basant Sakhi,0,1942-01-01,0.25,130.687,0.853,1942
512,0.982,['Giorgio Consolini'],0.418,192313,0.0976,0,54dO3shy2QKo86Y2Uz4d9m,0.61,5,0.43,-18.1,0,Rocce Rosse,1,1942-11-23,0.0415,111.414,0.28,1942
513,0.957,"['N. Vanaja', 'Malathi']",0.636,145493,0.497,0,554P3IlJjL8eQsTuyp98Bo,0.727,7,0.222,-6.12,0,Maa Vadhina,0,1942-12-31,0.0508,155.664,0.964,1942
514,0.964,"['Francisco Canaro', 'Carlos Roldán']",0.707,188373,0.495,0,55iWKJD8kxD6KsOsxMJunW,0.593,9,0.134,-12.28,1,Candombe Criollo - Remasterizado,0,1942-03-08,0.109,103.622,0.41,1942
515,0.779,['Mina'],0.529,124473,0.401,0,568AuBIcaog8TDTtypcbp8,1.16E-06,7,0.374,-7.982,1,T' ho visto piangere,1,1942-11-13,0.0323,116.36,0.612,1942
516,0.577,['Orchestra Studio 7'],0.231,237322,0.366,0,56SVBMooZE2AYjlaO10lH4,3.04E-05,0,0.642,-12.126,1,Sta smania 'e te - Instrument and base Version,0,1942-11-13,0.0306,81.595,0.198,1942
517,0.989,"['Ludwig van Beethoven', 'New York Philharmonic', 'Bruno Walter']",0.318,1151360,0.22,0,56qZfkz08PDSBnkTnDt026,0.933,3,0.117,-14.562,1,"Concerto for Piano and Orchestra No. 5 in E-Flat Major, Op. 73 ""Emperor"": I. Allegro - Instrumental",0,1942,0.0356,137.237,0.106,1942
518,0.99,['Claudio Villa'],0.357,194638,0.189,0,57ERiGpdvoiv0HzW7BJRH4,0.00267,0,0.137,-13.743,1,Serenata delle serenate,0,1942-11-13,0.0354,99.558,0.523,1942
519,0.933,['白光'],0.315,204027,0.257,0,57ShD2DYpaWBQRw1Zcy8En,6.01E-05,0,0.28,-11.192,1,黃昏,2,1942-05-01,0.0354,111.016,0.334,1942
520,0.988,"['Ludwig van Beethoven', 'Rudolf Serkin']",0.582,66227,0.184,0,57zmUXHIDtFki2S3qXw1uT,0.696,0,0.155,-22.037,1,"Violin Sonata No.9 in A Major, Op. 47 ""Kreutzer"": Variation I",0,1942,0.0735,81.088,0.866,1942
521,0.915,"['Giuseppe Verdi', 'Gino Marinuzzi', 'Maria Caniglia', ""Orchestra Sinfonica dell'EIAR di Torino"", 'Saturno Meletti', 'Tancredi Pasero']",0.55,64533,0.11,0,583xLr1XMFndDyouSF8GQK,0.000127,10,0.234,-18.849,0,"Verdi : La forza del destino : Act 2 ""Chi mi cerca"" [Padre Guardiano, Leonora, Melitone]",0,1942,0.434,85.923,0.254,1942
522,0.992,"['Franz Liszt', 'Oscar Levant']",0.483,186053,0.0766,0,58mcD0dYrT2jjngm3Y0DWh,0.877,11,0.0745,-19.477,1,"Valses oubliées, S. 215, No. 1",0,1942,0.0485,76.009,0.084,1942
523,0.99,"['Wolfgang Amadeus Mozart', 'Maria Cebotari', 'London Philharmonic Orchestra', 'Josef Krips']",0.381,389200,0.103,0,58tkNwzXl7NpidAxMYxoHj,0.0299,0,0.247,-20.278,1,"Le nozze di Figaro, K. 492 (Excerpts): E Susanna non vien! - Dove sono i bei momenti",0,1942-01-01,0.0684,85.754,0.142,1942
524,0.938,"['Johannes Brahms', 'Arturo Toscanini']",0.204,306160,0.0679,0,59rLec4vnj29MlRJFOe10o,0.419,2,0.277,-19.627,1,"Serenade No. 2 in A Major, Op. 16: IV. Quasi menuetto",0,1942,0.0409,85.14,0.108,1942
525,0.925,"['Jean Sibelius', 'Arturo Toscanini']",0.152,533787,0.295,0,59z3SUbVcZseQUErDC1qx3,0.527,8,0.0775,-12.268,1,"Finlandia, Op. 26",0,1942,0.0452,70.108,0.0838,1942
526,0.989,"['Isaac Donayesvsky', 'Paul Robeson Jr.', 'Lawrence Brown']",0.565,137493,0.225,0,5AQFgPRTmhsyzqqnC4aZgf,0.000111,2,0.114,-11.572,1,Native Land,0,1942,0.0469,100.432,0.654,1942
527,0.979,['Carla Boni'],0.665,163161,0.162,0,5AgpEE3A4jKTBJ61fT0OHj,1.30E-05,9,0.382,-13.549,1,Jezebel,0,1942-11-23,0.0713,103.431,0.719,1942
528,0.983,"['Reynaldo Hahn', 'Bidu Sayão', 'Paul Breisach', 'Columbia Concert Orchestra']",0.288,121800,0.209,0,5BlkIARCGbAnqz3za3EoNk,0.00256,4,0.114,-18.154,1,Si mes vers avaient des ailes,0,1942,0.0391,104.289,0.0407,1942
529,0.991,"['Frédéric Chopin', 'Vladimir Horowitz']",0.264,356880,0.291,0,5BsMpz8CUIJiXFegUIImdU,0.909,8,0.0985,-16.078,1,"Polonaise in A-Flat Major, Op. 53 ""Heroic""",6,1942,0.0332,86.866,0.471,1942
530,0.31,['Orchestra Studio 7'],0.678,155298,0.462,0,5C728VmFGs3SCD4eayGeLE,0.000501,0,0.0923,-13.139,0,A sunnambula - Instrument and base Version,0,1942-11-13,0.0341,140.758,0.515,1942
531,0.351,['Orchestra Studio 7'],0.327,205166,0.408,0,5CcnIM8hL4bdTfvlbmzOhq,0.904,0,0.15,-13.577,0,Speranza - Musical base Version,0,1942-11-13,0.0323,107.887,0.317,1942
532,0.994,['Carlo Buti'],0.421,209136,0.0481,0,5CuJ4tYvPOmMayZ41XhyXP,0.0205,7,0.108,-18.005,1,Firenze sogna,0,1942-05-30,0.045,99.799,0.235,1942
533,0.841,['Shanta Apte'],0.534,189213,0.479,0,5DPnk8t6Arb6B0BGxMIWYd,0.122,11,0.235,-9.35,1,Chhota Sa Sansar Hamara,0,1942-12-01,0.0578,136.911,0.947,1942
534,0.991,['Noor Jehan'],0.737,180140,0.349,0,5DUSpk3Gy56S0dbwZidI4W,0.914,9,0.156,-12.893,1,Aa Gaya Mere Bagh Ka Mali,0,1942-12-01,0.691,87.775,0.824,1942
535,0.995,['Vimla'],0.705,188624,0.0263,0,5DpzoCNr6dtH6pjL4NDtO2,0.816,9,0.0951,-14.74,1,Sajan Aaye Gali Men Ram Kasam,0,1942-12-31,0.768,65.614,0.945,1942
536,0.995,['Fakir Mohammad'],0.745,192691,0.128,0,5Dye4AnolMASg6RksTx2ch,0.091,9,0.105,-12.024,0,Tu Shama Bane Main Parwana,0,1942-12-31,0.0944,111.055,0.769,1942
537,0.989,"['Ludwig van Beethoven', 'Rudolf Serkin', 'Bruno Walter']",0.325,585360,0.22,0,5E02eP1u8WWojGPKDCB7Ic,0.924,3,0.0982,-14.717,1,"Concerto No. 5 in E-Flat Major for Piano and Orchestra, Op. 73 ""Emperor"": III. Rondo. Allegro",1,1942,0.0401,88.378,0.161,1942
538,0.896,"['George Gershwin', 'Oscar Levant', 'Morton Gould', 'Morton Gould Orchestra']",0.395,531307,0.296,0,5E1W2OxL7XZ5S31aFvIas6,0.372,0,0.164,-13.77,1,I Got Rhythm Variations for Piano And Orchestra (Remastered),0,1942,0.0351,119.85,0.152,1942
539,0.42,['Orchestra Studio 7'],0.74,202893,0.399,0,5EFctsRPkwGVHtRbW0oxzZ,0.887,2,0.228,-14.202,1,Malafemmena - Instrument and base Version,0,1942-11-13,0.0294,109.856,0.582,1942
540,0.988,['Asha Bhosle'],0.77,213804,0.259,0,5ERYKjW3AgCg2ur15GIn5n,0.000236,0,0.232,-10.019,1,Hai Tera Bhi Irada,0,1942-01-01,0.771,119.411,0.609,1942
541,0.0733,['Orchestra Studio 7'],0.696,191556,0.324,0,5EVelep0jCeTPUCCLADtbQ,0.0152,4,0.157,-12.883,1,Agata - Instrument and base Version,0,1942-11-13,0.0362,62.434,0.851,1942
542,0.0135,['Orchestra Studio 7'],0.472,248764,0.336,0,5EdwQh6bk7LNP3xjuQoEp1,0.969,10,0.212,-15.19,0,Doce doce - Musical base Version,0,1942-11-13,0.0253,171.81,0.232,1942
543,0.996,['M.M.Dandapani Desikar'],0.488,117653,0.573,0,5EpsKqsBZqlobA1QxPgsDL,0.899,6,0.859,-12.889,0,Hara Hara,0,1942-12-31,0.0631,104.915,0.716,1942
544,0.996,"['Nalini Jaywant', 'Satish']",0.595,199117,0.162,0,5F2snQFKTUencrhp43kyV7,0.919,8,0.167,-13.487,1,Na Han Kaho Na Na Kaho,0,1942-12-31,0.286,78.864,0.531,1942
545,0.892,"['Claude Debussy', 'Arturo Toscanini']",0.184,405440,0.172,0,5FLN0zui6ithcLPdg6v5qu,0.83,7,0.403,-19.987,1,"Images, L. 122, 2. Ibéria: I. Par les rues et par les chemins",0,1942,0.0466,72.091,0.185,1942
546,0.959,['Carla Boni'],0.416,199811,0.272,0,5FWcOu2gnVDmjw8C3MrtRs,6.67E-05,9,0.307,-11.909,0,Come Giuda,1,1942-11-23,0.159,71.367,0.426,1942
547,0.958,"['Jerome Kern', 'Paul Robeson Jr.', 'Lawrence Brown', 'Columbia Concert Orchestra']",0.243,188093,0.118,0,5FbB4EEuzJRLKT5JLzBsMk,0.000308,8,0.134,-14.403,1,Ol' Man River from Showboat,0,1942,0.0318,82.592,0.155,1942
548,0.99,"['Wolfgang Amadeus Mozart', 'Sir John Barbirolli', 'New York Philharmonic']",0.408,558613,0.182,0,5FtIZQSAKBKitEkBMcwV8E,0.861,9,0.0734,-14.076,1,"Clarinet Concerto in A Major, K. 622: III. Rondo. Allegro",0,1942,0.038,116.05,0.51,1942
549,0.993,['Carla Boni'],0.342,113084,0.12,0,5GKkdsYOpVUvGPkIOQLxzj,0.897,0,0.129,-19.948,1,Viale d'autunno,0,1942-11-23,0.0396,128.881,0.188,1942
550,0.00239,['Orchestra Studio 7'],0.767,137874,0.61,0,5HZEXZ8Dc43h5FqsjlCGvk,0.912,8,0.101,-16.073,1,Caravan petrol - Musical base Version,0,1942-11-13,0.0612,130.603,0.923,1942
551,0.484,['Orchestra Studio 7'],0.66,188317,0.411,0,5IfV9bmYLmLNmaHOKl8zjn,0,5,0.0925,-12.972,1,Tu vuò fa' l'americano - Instrument and base Version,0,1942-11-13,0.254,94.148,0.784,1942
552,0.727,['Stan Kenton'],0.63,194493,0.696,0,5Iq5OflcdJoHgZv9q8FD3n,0.634,4,0.31,-7.846,0,El Choclo,1,1942-01-01,0.0529,75.809,0.698,1942
553,0.576,['葛蘭'],0.367,187360,0.243,0,5IxzvnliHO0e849Y0yEysU,0,0,0.265,-11.549,1,將來是個謎,1,1942,0.053,135.044,0.349,1942
554,0.995,"['Johann Sebastian Bach', 'Claudio Arrau']",0.552,118760,0.332,0,5J1uVp5qYRCI3n9KogmVnV,0.914,7,0.182,-20.949,1,"Goldberg Variations, BWV 988: Variation XVII",1,1942,0.0517,100.487,0.894,1942
555,0.814,['Chapuseaux y Damirón'],0.546,159608,0.398,0,2hIJRV7y9lyjI1Y980NiR7,0.0959,0,0.314,-17.06,1,Puchunguita,0,1945-01-01,0.0671,157.927,0.964,1945
556,0.992,"['Robert Schumann', 'William Kapell']",0.286,208640,0.0231,0,2hOUyObeu7qFYfPKMHfNUa,0.919,6,0.213,-25.21,1,"3 Romanzen, Op. 28: 2. Einfach",0,1945,0.0329,75.078,0.0931,1945
557,0.988,"['Modest Mussorgsky', 'William Kapell']",0.65,148707,0.111,0,2hQ9VPaXuDga80eCNoV3Bg,0.78,1,0.0886,-19.037,0,Pictures at an Exhibition: Bydlo,0,1945,0.0795,108.19,0.49,1945
558,0.963,['Sonny Boy Williamson I'],0.612,187324,0.243,0,2hVdthNDvGTufvvPdMpiUQ,0.00104,7,0.19,-14.848,1,Mattie Mae Blues,0,1945,0.108,84.295,0.744,1945
559,0.142,['Эрих Мария Ремарк'],0.705,97400,0.149,1,2hYekxMbTgBWJi6XEEexyO,2.09E-06,1,0.31,-19.212,1,Часть 105.2 - Триумфальная арка,0,1945,0.927,107.406,0.557,1945
560,0.92,"['Modest Mussorgsky', 'William Kapell']",0.402,52760,0.0465,0,2hnyqrrOvlEA2cR3rU4AJx,0.581,3,0.254,-23.42,0,Pictures at an Exhibition: Tuileries,0,1945,0.0312,77.36,0.524,1945
561,0.873,"['Lata Mangeshkar', 'Premnath']",0.243,222973,0.679,0,2iBURZgeMN8mDamQdKOmsY,4.42E-06,1,0.0846,-10.002,0,Sham-E-Furqat Ka Dhal Gaya Saya,1,1945-12-01,0.115,84.436,0.528,1945
562,0.0888,['Эрих Мария Ремарк'],0.722,96300,0.179,1,2iBpMnAzfqDWDgEwcxEFhB,2.63E-06,2,0.243,-19.127,1,Часть 220.2 - Триумфальная арка,0,1945,0.914,125.327,0.55,1945
563,0.983,"['Sergei Rachmaninoff', 'William Kapell', 'Fritz Reiner']",0.635,61467,0.0123,0,2iHsGLov7TQB44iQNte0u2,0.955,0,0.107,-27.297,1,"Rhapsody on a Theme of Paganini, Op.43: Variation VII: Meno mosso, a tempo moderato",0,1945,0.0521,83.046,0.61,1945
564,0.845,"['Sergei Prokofiev', 'William Kapell', 'Antal Doráti']",0.479,46640,0.59,0,2iO5Mr5RLL4dqK4v9t9Ehh,0.846,9,0.57,-14.67,0,"Concerto No. 3 in C, Op.26: Theme and Variations: Variation II: Allegro",0,1945,0.0397,79.756,0.69,1945
565,0.973,"['Gioachino Rossini', 'Charles Adams Prince', 'Giuseppe Campanari']",0.57,153400,0.234,0,2ikJmWXzDrHpJ25l0wpZcO,4.32E-06,7,0.425,-14.026,1,Largo al factotum from Il barbiere di Siviglia - Vocal,2,1945,0.109,65.54,0.378,1945
566,0.212,['Эрих Мария Ремарк'],0.67,96926,0.17,1,2ivPfJNZBmE8pl8MTF7Sxu,3.59E-05,0,0.123,-17.906,1,Часть 55.3 & Часть 56.1 - Триумфальная арка,0,1945,0.931,96.324,0.425,1945
567,0.765,['紫薇'],0.441,307333,0.323,0,2j3rzNp0wcDCIB8L6UMOvV,1.18E-05,3,0.0778,-12.259,0,何日君再來,4,1945-02-01,0.0331,96.451,0.39,1945
568,0.814,"['Gustav Mahler', 'Bruno Walter', 'New York Philharmonic']",0.145,1297000,0.0577,0,2j7uB3dzohCkp69hz0idgo,0.934,8,0.195,-20.824,1,I. Allegro maestoso,1,1945,0.0384,75.679,0.0506,1945
569,0.993,"['Frédéric Chopin', 'William Kapell']",0.333,157427,0.0606,0,2jBFN8N0ZAzHZQX0cPps5Y,0.865,3,0.0823,-23.601,1,"Mazurka, Op.24, No. 1 in G Minor",0,1945,0.0337,91.429,0.0959,1945
570,0.849,"['Darius Milhaud', 'Pierre Monteux']",0.302,249360,0.636,0,2jXcITksHX4ZtlePwAj455,0.596,0,0.15,-8.982,1,"Suite symphonique, No. 2, Op. 57 ""Protée"": V. Final - Vif",0,1945,0.0409,73.893,0.28,1945
571,0.218,['Эрих Мария Ремарк'],0.672,96565,0.248,1,2jbiVqTrOHDCSeAociPC5n,3.03E-06,0,0.168,-18.726,1,Часть 188.4 & Часть 189.1 - Триумфальная арка,0,1945,0.928,79.559,0.479,1945
572,0.986,['Adolfo Berón'],0.706,170031,0.107,0,2jnMjGcKvoR5TGImBwJPEM,0.869,4,0.109,-18.853,1,Noches de Atenas,0,1945-04-12,0.0623,110.359,0.358,1945
573,0.819,"['John Philip Sousa', 'Arturo Toscanini']",0.412,199067,0.766,0,2k0Suw6KfQvo9pUsMCXBDO,0.394,2,0.197,-9.897,1,The Stars and Stripes Forever,0,1945,0.0447,130.776,0.78,1945
574,0.975,"['Johannes Brahms', 'Pierre Monteux']",0.176,761933,0.199,0,2k3pti36aD7FBCs7eHD06Q,0.167,0,0.103,-15.766,1,"Alto Rhapsody, Op. 53",0,1945,0.0393,104.858,0.044,1945
575,0.0135,['Federico García Lorca'],0.713,110500,0.149,0,2kGKkAIHLr2RZVNHyjeEUM,0,5,0.329,-25.188,0,Capítulo 7.3 - la Casa de Bernarda Alba,0,1945,0.927,70.63,0.71,1945
576,0.087,['Эрих Мария Ремарк'],0.699,100900,0.158,1,2kQ5eXykLwc3JlgA8NhvGX,2.31E-06,0,0.346,-19.158,0,Часть 104.3 & Часть 105.1 - Триумфальная арка,0,1945,0.851,138.732,0.581,1945
577,0.204,['Эрих Мария Ремарк'],0.715,126855,0.19,1,2kdlTCIBmBB4aVJCA3nNYU,5.49E-06,1,0.351,-18.447,1,Часть 113.3 - Триумфальная арка,0,1945,0.918,110.26,0.682,1945
578,0.896,"['Sergei Prokofiev', 'William Kapell', 'Antal Doráti']",0.356,74067,0.454,0,2l8ALlbkTOlGhVG4RD6fDx,0.784,9,0.162,-14.318,0,"Concerto No. 3 in C, Op.26: Theme and Variations: Variation V: Allegro giusto",0,1945,0.0369,82.773,0.479,1945
579,0.994,"['Wolfgang Amadeus Mozart', 'William Kapell']",0.392,374227,0.0722,0,2lCWk3APDS6gOHODz3HXO4,0.894,3,0.121,-27.466,1,Adagio II,0,1945,0.0468,92.167,0.253,1945
580,0.887,['Chapuseaux y Damirón'],0.574,166557,0.48,0,2lGmcdovze6rVB7fKtPOGm,0.00512,5,0.149,-15.591,1,El Regalito,0,1945-01-01,0.071,101.024,0.967,1945
581,0.0825,['Эрих Мария Ремарк'],0.608,95919,0.124,1,2ln1LLJTpMuNPoyyyucHKl,0.0027,1,0.117,-21.995,1,Часть 124.2 & Часть 125.1 - Триумфальная арка,0,1945,0.954,189.125,0.591,1945
582,0.982,"['Francisco Canaro', 'Guillermo Coral', 'Alberto Arenas']",0.624,172787,0.338,0,2lyeGRafxVXR3nNK4ucXKc,0.864,7,0.339,-8.753,1,Pregonera - Remasterizado,0,1945-03-13,0.0459,122.258,0.762,1945
583,0.995,"['Abram Chasins', 'William Kapell']",0.651,91507,0.0529,0,2m7i17fbYgbfhyOCZazgfF,0.787,9,0.276,-22.734,1,"Piano Playtime: By the Brook No. 4 (To ""Butten"")",0,1945,0.0469,87.991,0.492,1945
584,0.981,"['Francisco Canaro', 'Carlos Roldán']",0.545,153400,0.37,0,2mXu9biCofU87odRNcJCQr,0.306,1,0.231,-8.79,0,Llamandote - Remasterizado,0,1945-03-12,0.0838,129.283,0.588,1945
585,0.182,['Feliciano Brunelli Y Su Orquesta'],0.593,148944,0.904,0,2mfOSDa23niit68b8AONkM,0.715,8,0.379,-7.327,1,Booguie del Burrito - Remastered,0,1945-01-12,0.153,105.748,0.857,1945
586,0.988,"['Modest Mussorgsky', 'William Kapell']",0.489,84627,0.237,0,2mgvAsROQaP7vBoU1xycK0,0.81,7,0.115,-17.411,0,Pictures at an Exhibition: Promenade,0,1945,0.0646,102.848,0.269,1945
587,0.12,['Эрих Мария Ремарк'],0.627,102500,0.184,1,2muSghjsEdC2rXfQfbZnzF,0.00998,1,0.108,-19.14,1,Часть 99.4 & Часть 100.1 - Триумфальная арка,0,1945,0.941,176.901,0.626,1945
588,0.227,['Эрих Мария Ремарк'],0.643,110800,0.152,1,2mvTolT1D24yX3iCQFvIDz,0,6,0.26,-19.18,1,Часть 119.3 - Триумфальная арка,0,1945,0.948,159.903,0.654,1945
589,0.967,['Chapuseaux y Damirón'],0.708,141933,0.532,0,2nOjNAomxn0YQdVdp9rPUQ,0.554,0,0.13,-9.199,1,Alla Va Eso,0,1945-01-01,0.0567,99.284,0.704,1945
590,0.138,['Эрих Мария Ремарк'],0.635,104100,0.152,1,2nReLid0aVd4ug0TxkP3Wc,2.26E-06,0,0.241,-20.181,1,Часть 17.2 - Триумфальная арка,0,1945,0.939,84.201,0.629,1945
591,0.994,"['Sergei Rachmaninoff', 'William Kapell', 'Fritz Reiner']",0.441,17907,0.151,0,2ndQKlOL0BCycoGoNFRFo0,0.852,2,0.468,-18.048,0,"Rhapsody on a Theme of Paganini, Op.43: Variation II: L'istesso tempo",0,1945,0.0557,82.922,0.975,1945
592,0.986,"['Francisco Canaro', 'Guillermo Coral']",0.519,177867,0.356,0,2o0SHy8LMoy7znH8J6LFHT,0.326,10,0.163,-7.022,1,Trenzas - Remasterizado,0,1945-03-12,0.154,128.237,0.493,1945
593,0.0982,['Эрих Мария Ремарк'],0.721,101500,0.191,1,2o0moCqIf4KR4gpUdLx6IS,1.01E-06,1,0.246,-21.336,1,Часть 128.3 - Триумфальная арка,0,1945,0.892,123.477,0.606,1945
594,0.958,"['Ludwig van Beethoven', 'Joseph Szigeti', 'Bruno Walter', 'New York Philharmonic']",0.199,587467,0.0682,0,2o0mqMROTEkzHlj4YSWtDp,0.346,7,0.093,-24.228,1,"Violin Concerto in D Major, Op. 61: II. Larghetto",0,1945,0.0459,88.172,0.0891,1945
595,0.0814,['Эрих Мария Ремарк'],0.727,104600,0.133,1,2o44sqKiNOAEpjptIiQHzz,1.09E-05,1,0.091,-21.513,1,Часть 222.2 - Триумфальная арка,0,1945,0.889,128.445,0.584,1945
596,0.96,['M. L. Vasanthakumari'],0.499,179440,0.411,0,2o4zDsBkzgcTdfsik3CUNg,0.44,6,0.132,-6.892,1,Radha Sametha Krishna,0,1945-12-01,0.15,88.175,0.915,1945
597,0.169,['Эрих Мария Ремарк'],0.596,95200,0.172,1,2oJLbAcNvids60bf54qt3u,1.02E-05,1,0.321,-22.664,1,Часть 240.2 - Триумфальная арка,0,1945,0.959,202.175,0.722,1945
598,0.994,"['Johann Sebastian Bach', 'William Kapell']",0.345,134933,0.0777,0,2ol6iBmIh79V7Km6mZbdCN,0.931,9,0.102,-23.57,1,Allemande (beginning),0,1945,0.0417,68.699,0.232,1945
599,0.913,['William Kapell'],0.704,1325093,0.223,0,2oxZ6KbavToosKKbNvBmu1,0,2,0.326,-24.48,0,Interview with William Kapell,0,1945,0.935,112.485,0.403,1945
600,0.391,['Эрих Мария Ремарк'],0.713,95088,0.149,1,2p05iXZ7jG5D0JtV0JQIyl,1.48E-06,0,0.228,-18.187,1,Часть 49.4 & Часть 50.1 - Триумфальная арка,0,1945,0.68,128.624,0.623,1945
601,0.133,['Эрих Мария Ремарк'],0.709,97500,0.226,1,2p7j6fmqLAGNnrL9Jddmy2,0.000341,11,0.0807,-21.546,0,Часть 174.2 - Триумфальная арка,0,1945,0.801,112.419,0.463,1945
602,0.911,"['Felix Mendelssohn', 'Marlboro Festival Octet']",0.443,266840,0.229,0,2pE1C9bWneX71cnqW7jLjC,0.876,7,0.0967,-21.741,0,"III. Scherzo: Allegro leggierissimo from Octet in E-flat Major, Op. 20",0,1945,0.0377,142.336,0.453,1945
603,0.209,['Эрих Мария Ремарк'],0.701,131400,0.191,1,2pSVONYZjtptK1MpiwFOda,4.61E-05,6,0.101,-19.733,0,Часть 105.4 & Часть 106.1 - Триумфальная арка,0,1945,0.953,104.702,0.677,1945
604,0.982,['M. S. Subbulakshmi'],0.251,262560,0.202,0,2pkup5bRgk6qdDtAkpBby3,0.000106,1,0.111,-12.465,1,Pannedum Naalai,0,1945-12-01,0.0352,68.109,0.287,1945
605,0.994,['Shamshad Begum'],0.448,191790,0.182,0,2plEHDXKPHJNcL77bL4GaA,0.747,1,0.178,-13.124,1,Naina Bhar Aaye Neer,0,1945-01-01,0.0918,69.041,0.315,1945
606,0.0503,['Эрих Мария Ремарк'],0.692,114700,0.138,1,2ppjaV99jWQBnlgF4IzSyt,2.22E-06,8,0.0828,-21.447,1,Часть 231.4 - Триумфальная арка,0,1945,0.918,138.63,0.55,1945
607,0.0905,['Эрих Мария Ремарк'],0.712,103200,0.181,1,2q5FlK299A35aDN4ufo6XT,1.59E-05,5,0.0715,-21.36,0,Часть 156.5 & Часть 157.1 - Триумфальная арка,0,1945,0.819,127.172,0.457,1945
608,0.983,['M. S. Subbulakshmi'],0.378,152213,0.547,0,2qJzfF3sNBgAV47EdbatZN,0.000983,3,0.49,-4.655,1,Giridhara Gopala,0,1945-11-03,0.0315,84.344,0.902,1945
609,0.993,"['Orkestr Borisa Shermana', 'Boris Sherman', 'Rostislav Pljatt', 'Vasiliy Kachalov']",0.548,160628,0.0841,0,2qTrhyZwkMShDsaGlTURiN,0.345,3,0.511,-14.989,0,Dve foreli (starinnaja pesenka),0,1945-01-01,0.187,133.598,0.358,1945
610,0.983,"['Sergei Rachmaninoff', 'William Kapell', 'Fritz Reiner']",0.635,61467,0.0123,0,2qYaSlK0698oGi7Z9yrixw,0.955,0,0.107,-27.297,1,"Rhapsody on a Theme of Paganini, Op.43: Variation VII: Meno mosso, a tempo moderato",0,1945,0.0521,83.046,0.61,1945
611,0.145,['Эрих Мария Ремарк'],0.715,102400,0.202,1,2qel6vvh7ueUeizYW04xZC,0.0001,5,0.309,-20.126,0,Часть 169.3 - Триумфальная арка,0,1945,0.8,118.008,0.356,1945
612,0.0793,['Эрих Мария Ремарк'],0.629,100319,0.224,1,2qs6MU53ips9mFXxfjxIfn,1.66E-05,5,0.0852,-20.863,1,Часть 190.3 & Часть 191.1 - Триумфальная арка,0,1945,0.947,164.932,0.579,1945
